commName,state,fold,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,pctUrban,medIncome,pctWFarmSelf,pctWInvInc,pctWPubAsst,pctWRetire,perCapInc,PctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,FemalePctDiv,PctFam2Par,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,PctImmigRec10,PctRecImmig5,PctRecImmig8,PctNotSpeakEnglWell,PctLargHouseFam,PersPerOccupHous,PersPerRentOccHous,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,larcPerPop,pctMinority,PctLarcPerPop,PctSingleParent,CommTransience,PctVacant,TotalHomeless,PctUnhoused
Upper Darby,PA,2,81177,3.04,92.46,4.19,1.01,100,32356,1.13,50.44,5.62,19.91,15497,6.99,19.96,21.68,4.78,62.82,12.03,27.06,9.63,9.53,79.79,66.4,1064,1.83,45.41,2.34,3.08,2.47,5.91,2.48,1.88,1.96,38.24,3,1369,95.99,1.39,26,1944,0.7,0.13,92600,49600,151,515,26.2,21.7,14.6,0,18,9.2,80.2,63.44,84.42,93.37,8.1,9963.3,15.22,2309.53,7.540000000000006,2.8450546337016642,20.209999999999994,23.98,4.010000000000005,18,0.02
Louisville,CO,2,12361,0.83,94.56,2.48,5.39,0,43379,1.82,53.9,2.44,9.1,18146,4.65,7.72,42.86,3.24,79.53,22.79,26.49,6.46,12.35,84.34,69.9,16,0.24,21,0.33,0.58,0.57,3.04,2.68,2.27,1.32,37.6,3,173,96.38,0.58,37.57,1981,0.52,0,97700,39500,256,561,25.1,23.6,13.9,0,0,3.24,40.98,41.69,69.03,79.69,7.9,1555.2,3.33,1681.99,5.439999999999998,13.607232424561118,15.659999999999997,49.43,3.6200000000000045,0,0
Naperville,IL,2,85351,2.1,92.56,4.84,1.79,100,60979,1,65.28,1.3,8.04,23934,1.52,4.54,54.42,2.38,73.98,17.03,23.91,3.09,7.04,91.43,59.64,259,0.5,38.5,1.39,2.04,0.66,4.31,2.89,1.97,0.68,32.12,3,1805,94.16,0.22,24.04,1981,0.05,0.12,176500,85000,188,698,24.1,23.2,12,0,0,6.31,52.12,39.81,60.09,75.73,28.9,2948.8,9.9,2231.29,7.439999999999998,2.6142517369450857,8.569999999999993,49.33,5.840000000000003,0,0
Hollister,CA,2,19212,0.62,63.53,2.5,56.14,0,32857,1.87,28.99,9.5,13.51,11415,11.71,36.73,11.64,10.99,62.77,20.74,18.14,17.35,11.71,75.81,69.53,583,4.13,36.12,4.62,5.61,12.14,13.42,3.21,3.17,16.86,45.05,3,326,94.76,1.23,20.55,1974,2.78,0.35,181500,80900,260,546,26.3,26.2,12.5,69,12,20.71,60.81,48.34,76.04,94.16,5.9,3283,0.28,3148.18,36.47,16.38652925255049,24.189999999999998,38.27,5.239999999999995,81,0.42
Saddle Brook,NJ,2,13296,1.06,95.63,2.65,3.4,100,46082,0.82,57.86,4.91,19.05,19070,3.77,22.79,19.2,5.56,62.97,16.86,19.04,10.69,7.56,85.13,63.53,41,0.45,23.53,1.5,1.91,1.02,4.89,2.69,2.17,1.31,37.07,3,139,97.24,4.32,31.65,1954,0,0.28,193300,54600,211,743,24.8,22.6,14.2,0,0,10.23,64.79,66.93,86.09,93.19,2.8,4712.2,4.4,2521.43,4.3700000000000045,18.96382370637786,14.870000000000005,27.4,2.760000000000005,0,0
Newport,RI,2,28227,8.08,88.65,1.41,2.8,100,30534,0.83,46.51,9.15,20.36,16358,12.47,15.88,32.16,5.96,65.27,7.95,28.65,5.71,14.25,64.32,63.93,873,4.64,37.14,1.31,1.65,0.93,4.5,2.31,2.24,1.45,52.94,2,1898,85.5,0.95,37.09,1939,3.64,0.25,155000,77900,313,593,27.7,24.4,15.5,41,0,5.22,44.17,41.9,65.93,69.73,8.2,3432.9,2.08,6151.22,11.349999999999994,21.79197222517448,35.68000000000001,49.33,14.5,41,0.15
Quincy,MA,2,84985,1.09,91.68,6.56,1.41,100,35858,0.35,43.35,6.92,19.09,17436,6.82,17.25,23.22,6.92,64.77,10.31,26.19,9.2,9.76,73.73,66.62,1266,2.15,42.34,2.9,4.14,3.01,5.58,2.34,1.97,2.23,63.03,2,2054,94.56,1.41,39.34,1944,1.24,0.29,161100,56500,301,657,26.4,21.1,14.2,61,4,11.21,75.95,58.14,77.32,91.14,17.4,4887.1,18.15,1707.73,8.319999999999993,2.0094487262458083,26.269999999999996,29.53,5.439999999999998,65,0.08
Eagan,MN,2,47409,2.41,93.66,3.15,1.26,100,46612,0.79,53.64,2.01,5.21,18662,2.83,4.04,39.17,3.43,84.45,19.15,21.37,8.34,10.86,83.74,79.18,489,2.1,50.18,0.93,1.3,0.41,3.21,2.72,2.22,1.69,43.14,3,1023,94.46,0.1,16.62,1983,0.45,0.13,104300,49400,148,604,22.7,22.8,11.6,0,0,3.48,62.36,33.38,51.62,81.38,33.4,1419.3,2.32,2402.31,6.340000000000003,5.067202429918369,16.260000000000005,50.88,5.540000000000006,0,0
Maple Grove,MN,2,38736,0.87,97.11,1.55,0.81,100,50611,0.97,55.14,1.4,6.39,17481,2.32,4.61,28.49,3.41,84.21,23.26,21.67,9.51,8.54,88.86,82.37,217,0.97,28.38,0.29,0.39,0.48,3.89,3.09,2.46,0.85,23.15,3,437,96.63,0.46,26.09,1981,0.18,0.08,96000,39700,138,710,24.5,22.5,11.4,0,0,1.74,73.23,48.48,81.37,90.19,34,1138.5,1.22,2089.62,2.8900000000000006,5.394516728624535,11.14,32.31,3.3700000000000045,0,0
Rock Hill,SC,2,41643,38.14,60.42,0.82,0.64,100,26615,0.37,27.62,7.67,14.1,11481,16.38,37.12,17.69,6.92,62.13,26.69,20.14,22.06,12.61,61.2,75.86,2781,8.81,44.46,0.15,0.34,0.43,6.56,2.64,2.6,5.36,51.75,2,1013,93.54,3.65,34.16,1965,9.21,0.76,56300,41000,181,438,25.1,19.6,13.9,43,0,1.3,69.31,50.02,77.35,86.97,24,1736.3,0.23,4817.39,39.58,11.568306798261412,38.8,34.44,6.459999999999994,43,0.1
Arvada,CO,2,89235,0.57,94.28,1.98,7.44,100,39014,1.11,48.71,3.13,13.72,15642,6.28,11.62,25.05,5.17,72.09,16.2,21.22,11.07,13.71,77.88,76.8,982,1.57,36.56,0.72,0.94,0.87,3.97,2.71,2.38,1.66,30.1,3,1797,94.8,7.85,30.22,1972,1.55,0.21,89800,30600,204,456,25.9,22,12,13,0,3.39,50.6,53.12,76.48,90.34,22.9,3891.3,3.07,2681.43,5.719999999999999,3.0049083879643637,22.120000000000005,39.93,5.200000000000003,13,0.01
Monroe,WI,2,10241,0.09,99.37,0.37,0.34,0,26640,1.91,54.45,5.79,11.71,14731,6.46,21.34,14.48,4.21,66.64,25.32,25.34,20.5,12.02,75.61,83.02,108,1.13,0,0,0,0.44,3.08,2.3,1.92,0.79,44.84,3,151,96.69,0,33.11,1960,2.07,0.13,55900,24700,108,342,23.5,21.9,13.1,10,0,1.43,76.25,55.77,84.21,92.79,4.2,2460.1,0.04,2529.86,0.6299999999999955,24.70325163558246,24.39,27.92,3.3100000000000023,10,0.1
Yuba City,CA,2,27437,2.6,76.09,7.72,17.88,100,23491,1.7,29.39,14.42,17.12,11815,18.56,25.73,16.37,11,55.93,9.92,23.97,10.39,19.34,61.7,62.46,503,2.34,52.6,3.95,5.29,6.26,6.74,2.54,2.52,8.55,63.29,2,485,95.62,0.82,15.05,1971,4.82,0.42,86300,52900,126,391,27.3,21.9,11.9,22,41,12.97,53.7,34.93,64.64,86.84,7.2,3832,0.25,5441.05,23.909999999999997,19.831067536538253,38.3,48.91,4.3799999999999955,63,0.23
Pawtucket,RI,2,72644,3.59,89.25,0.65,7.17,100,26541,0.38,36.94,8.73,15.54,12865,10.59,38.37,13.06,7.98,63.08,34.24,18.49,24.48,12.85,68.65,75.63,1923,3.56,34.73,3.6,4.91,7.46,4.17,2.42,2.22,2.86,57.32,2,1904,93.98,3.52,38.08,1941,5,0.77,112500,39600,197,437,25.8,22.7,14.4,8,1,17.71,63.63,58.07,88.05,89.06,9.1,8027,3.18,2770.12,10.75,3.813281206981994,31.349999999999994,30.08,6.019999999999996,9,0.01
Wichita,KS,2,304011,11.28,82.29,2.56,5.02,100,28024,1.12,40.19,6.29,14,14516,12.47,18.13,22.73,5.8,65.71,25.41,22.58,12.75,15.12,71.36,70.92,8142,3.68,51.83,1.11,1.54,1.32,4.7,2.43,2.18,3.91,55.85,2,11820,91.25,3.88,33.29,1958,5.25,0.28,56700,36400,158,395,25.4,19.8,12.7,202,0,4.03,61.08,46.59,80.35,87.73,119.3,2548.6,1.15,5186.27,17.709999999999994,1.7059481400344068,28.64,37.33,8.75,202,0.07
Denville,NJ,2,13812,0.66,95.64,3.31,1.9,76.32,59724,0.39,62.81,3.37,18.09,25054,2.06,11.87,36.01,2.73,69.82,18.59,21.92,7.97,8.03,87.38,66.95,48,0.52,24.83,1.3,1.93,0.7,4.13,2.8,2.24,0.82,27.91,3,183,96.38,3.28,43.17,1955,0.43,0.14,189700,87800,342,839,29.7,22.3,14.8,0,0,8.69,62.98,67.12,82.91,90.63,12.5,1101.5,3.73,1362.97,4.359999999999999,9.868013321749205,12.620000000000005,29,3.6200000000000045,0,0
Lancaster,OH,2,34507,0.51,98.75,0.38,0.54,0,22430,0.64,36.62,8.72,21.42,11307,14.11,27.19,11.61,7.71,57.46,24.8,20.51,19.87,15.12,71.34,67.77,610,2.14,12.21,0.04,0.09,0.33,3.49,2.44,2.33,1.49,47.68,3,773,94.76,1.29,43.98,1954,6.05,0.25,51700,28200,127,362,24.5,17.9,12.4,11,0,0.76,84.12,53.1,84.69,92.88,16.2,2127.6,0.1,3329.02,1.25,9.647375894745993,28.659999999999997,26.03,5.239999999999995,11,0.03
Perris,CA,2,21460,12.99,70.45,3.32,35.9,0,28611,0.64,20.58,14.13,14.71,9773,15.73,35.87,7.28,9.73,54.95,21.39,16.47,22.15,13.21,75.2,53.91,669,3.96,46.56,4.33,6.34,9.26,12.25,3.16,3.14,14.5,51.41,2,1035,86.66,2.22,33.72,1985,6.48,0.62,112700,39900,276,442,35.1,29,12.2,0,0,18.49,50.2,26.9,49.07,87.83,30.8,697.7,0.51,2553.43,29.549999999999997,11.898555452003727,24.799999999999997,57.94,13.340000000000003,0,0
Salt Lake City,UT,2,159936,1.72,87.02,4.73,9.7,99.92,22697,0.79,41.9,6.69,15.05,13482,16.4,16.96,30.44,5.58,61.65,12,31.17,12.27,14.66,70.53,65.9,3772,3.07,50.98,2.8,3.47,2.01,8.26,2.33,2.07,4.36,62.22,2,7105,90.37,6.81,33.37,1951,6.19,0.39,67200,46100,135,333,24.9,21,12.7,542,163,8.29,57.5,45.77,77.25,83.33,112.9,1416.1,5.81,7300.09,12.980000000000004,4.564382003,29.47,39.83,9.629999999999995,705,0.44
Blue Springs,MO,2,40153,2.44,95.6,1.07,1.59,100,39904,0.45,45.76,3.32,10.03,14793,4.68,9.91,23.85,3.77,73.52,15.1,21.9,11.42,12.06,82.98,76.16,163,0.65,27.34,0.19,0.29,0.57,4.11,2.95,2.49,1.32,26.38,3,717,94.97,4.6,25.66,1978,0.9,0.18,76700,33600,144,507,23.6,20.1,11.8,0,0,1.65,63.45,42.38,79.32,86.06,16.7,2408.4,0.6,2809.6,4.400000000000006,6.997235574,17.019999999999996,38.28,5.030000000000001,0,0
Americus,GA,2,16512,52.91,46.31,0.39,0.48,0,18593,0.54,21.96,19.29,13.9,9257,31.51,37.86,17.47,10.62,51.28,22.79,27.99,21.19,15.36,46.88,65.21,1952,13.87,38.24,0.24,0.24,0.5,7.59,2.63,2.55,7.25,46.81,3,508,91.96,2.95,41.73,1967,11.84,2.01,44000,30300,176,270,27.4,19.2,13.9,0,0,0.62,82.3,50.55,80.12,90.92,10,1651.9,0.17,4158.93,53.69,25.18731831395349,53.12,29.01,8.040000000000006,0,0
Bessemer,AL,2,33497,58.37,41.41,0.07,0.23,99.12,16331,0.63,17.99,12.96,18.39,8433,29.7,42.18,7.21,10.58,46.83,16.37,22.2,20.98,15.78,52.44,65.74,3597,10.7,18.39,0.01,0.01,0.09,7.53,2.62,2.56,5.06,49.96,3,1199,91.3,5.67,44.29,1958,7.18,1,40500,29400,144,270,28.1,21.9,14.4,5,21,0.26,89.5,63.59,93.94,96.23,40.1,835.5,2.25,5265.29,58.59,15.718691226079947,47.56,17.66,8.700000000000003,26,0.08
Oak Ridge,TN,2,27310,7.98,89.38,2.06,0.97,0,32615,0.48,54.7,6.23,25.25,17661,9.47,14.4,35.48,4.91,58.11,19.82,33.58,7.12,13.98,73.16,70.86,317,1.41,46.78,1.2,1.49,0.86,2.31,2.3,2.05,1.35,43.47,3,931,92.67,0.75,30.61,1954,3.73,0.13,64100,50400,178,378,23.5,15.8,11.4,8,0,3.52,46.66,56.62,74.87,84.03,88.6,308.1,0.03,4624.78,10.620000000000005,16.934383009886485,26.840000000000003,40.62,7.329999999999998,8,0.03
Speedway,IN,2,13092,5.46,93.29,0.83,0.71,100,29547,0.31,48.32,2.8,23.5,16242,6.25,14.56,17.67,2.57,66.17,15,25.28,11.98,15.84,67.83,79.13,155,1.64,24.73,0.24,0.24,0.52,1.52,2.06,1.84,0.93,66.3,2,384,94.29,0,11.72,1963,2.19,0.1,67300,21300,116,439,22.7,15.1,11.6,0,0,1.42,73.85,45.78,80.37,92.26,4.9,2658.8,1.53,5629.7,6.709999999999994,43.00106936,32.17,33.33,5.709999999999994,0,0
Lakewood,OH,2,59718,0.85,97.5,1.02,1.5,100,28791,0.3,48.07,4.56,14.95,16258,8.5,15.86,29,4.87,66.93,17.89,28.23,10.28,14.96,70.97,70.08,667,1.76,24.21,0.94,1.4,1.22,5.24,2.2,1.79,0.98,60.84,2,1522,94.66,0.92,29.83,1939,2.2,0.24,73200,31100,131,409,23,20.6,13.7,0,1,6.9,71.55,50.98,85.06,91.36,5.7,10393,10.17,1854.7,2.5,3.105763756321377,29.03,30.8,5.340000000000003,1,0
Joliet,IL,2,76836,21.6,69.23,0.97,12.68,100,30967,0.58,38.63,8.35,17.18,13091,12.97,28.94,14.61,7.8,56.5,20.42,23.99,18.78,11.67,68.58,67.19,3255,5.39,34.31,1.59,2.01,3.17,8.55,2.71,2.46,5.28,50.45,2,2264,92.2,11.57,43.51,1954,5.11,0.44,64500,37900,165,403,26.3,18.3,13.5,77,0,7.32,74.92,54.97,86.65,94.1,28.8,2666.1,2.89,4803.3,30.769999999999996,6.251366546931127,31.42,27.82,7.799999999999997,77,0.1
Venice,FL,2,16922,1.27,98.27,0.3,0.68,100,27834,0.94,69.63,3.68,40.08,19940,5.79,19.28,23.32,3.96,27.58,8.34,27.49,8.22,9.61,63.39,71.89,107,0.61,4.82,0.21,0.27,0.91,1.05,1.8,1.76,0.81,81.68,2,3369,72.94,0.06,32.62,1974,3.02,0,91300,61900,236,535,29.4,22.6,11.2,0,3,6.74,6.75,49.33,69.68,74.8,7.7,2201.1,0.15,2974.61,1.730000000000004,17.578359531970218,36.61,58.08,27.060000000000002,3,0.02
Madisonville,KY,2,16200,12.99,86.4,0.46,0.59,0,21468,1.17,35.17,10.34,18.48,11749,18.53,32.58,14.92,9.11,51.69,13.1,30.79,15.58,14.61,68.73,65.03,441,3.07,21.71,0.05,0.12,0,2.88,2.4,2.24,1.78,49.23,3,614,91.41,2.12,43.32,1964,10,1.15,42300,33200,114,273,26.3,16.4,11.4,0,0,0.8,77.46,55.29,85.79,93.05,13.3,1216.9,0.1,4450.76,13.599999999999994,27.47382716049383,31.269999999999996,27.15,8.590000000000003,0,0
Corning,NY,2,11938,2.06,96.36,1.06,0.66,0,24127,0.53,45.97,8.93,24.67,13736,13.69,21.56,21.13,6.84,54.29,35.05,24.53,15.4,14.58,67.1,68.78,310,3.14,23.52,0.79,0.79,0.31,3.01,2.23,1.99,0.93,47.39,3,305,94.54,0.66,33.77,1939,4.68,0.27,50000,33500,146,356,26.6,17.3,13.4,0,0,4.1,74.62,55.27,81.51,90.47,3.2,3710.2,0.89,4888.81,3.6400000000000006,40.95166694588709,32.900000000000006,29.53,5.459999999999994,0,0
Zanesville,OH,2,26778,10.76,88.29,0.2,0.4,0,17658,0.41,29.65,16.41,19.11,9504,25.86,37.81,9.44,13.05,49.14,26.09,24.5,26.21,17.11,59.15,64.19,942,3.9,24.88,0.1,0.1,0.38,5.53,2.42,2.36,2.21,56.69,2,951,91.92,4.21,58.15,1941,11.3,0.67,34600,24000,134,289,28.7,17,12.8,7,0,0.8,88.78,53.66,89.75,96.22,10.8,2482.6,1.28,3590.59,11.709999999999994,13.408731047875122,40.85,22.6,8.079999999999998,7,0.03
Plant City,FL,2,22754,21.26,75.56,0.57,8.3,0,25268,1.65,28.1,8.51,13.4,12292,17.84,32.03,13.45,5.34,60.55,16.97,18.88,19.25,14.76,66.79,64.3,890,4.57,47.14,1.45,1.77,1.99,6.52,2.67,2.76,7.05,49.11,3,955,89.79,2.2,29.42,1973,13.03,0.73,59900,47000,173,400,28,22.5,13,0,6,4.54,50.54,42.36,76.15,84.52,21.9,1037.9,0,6310.78,24.439999999999998,27.734815856552693,33.209999999999994,43.65,10.209999999999994,6,0.03
West Linn,OR,2,16367,0.56,96.62,1.88,1.87,100,45474,0.89,55.82,2.44,12.71,20168,3.92,7.91,36.54,2.64,72.24,13.21,25.25,6.88,11.74,83.66,73.11,58,0.57,14.9,0.43,0.47,0.42,3.55,2.8,2.49,1.34,24.74,3,131,97.8,3.82,18.32,1974,2.13,0.2,102500,74100,189,511,24.3,21.8,14.3,0,0,3.81,48.96,44.8,64.88,82.56,6.9,2383.1,2.33,1502.73,3.3799999999999955,9.181462699334025,16.340000000000003,47.12,2.200000000000003,0,0
Burnsville,MN,2,51288,2.27,94.8,2.28,1.03,100,43620,1.18,50.59,2.91,7.86,18523,4.2,5.49,34.29,3.06,80.8,16.54,19.49,9.29,11.91,79.93,76.02,530,1.74,37.83,0.4,0.72,0.73,2.99,2.67,2.17,1.62,43.98,3,1117,94.48,0.54,13.61,1977,0.35,0.43,108100,38800,150,576,24.7,20.8,10.5,15,0,2.77,61.52,42.16,59.26,83.32,25.8,1989.9,2.11,4075.61,5.200000000000003,7.946517703946343,20.069999999999993,45.69,5.519999999999996,15,0.03
Muhlenberg,PA,2,12636,0.39,98.35,0.49,2.12,90.76,32979,0.34,59.2,3.23,27.59,15366,5.71,28.14,14.28,3.05,58.12,27.51,18.61,17.35,8.06,83.99,71.38,45,0.47,10.32,0.28,0.28,0.77,2.55,2.44,2.11,0.69,30.16,3,122,97.64,1.64,36.07,1956,0.3,0.54,82900,44500,250,445,27.4,18.5,12.4,3,0,2.68,88.22,71.01,93.99,96.93,12.1,1047.1,0.75,3018.99,1.6500000000000057,23.891975308641975,16.010000000000005,15.59,2.3599999999999994,3,0.02
River Edge,NJ,2,10603,0.61,90.3,8.42,3.51,100,52126,1.11,67.2,1.97,21.48,23059,2.38,13.63,39.14,2.93,65.28,12.56,30.15,6.4,7.13,89.21,66.87,21,0.29,28.7,2.85,4.13,2.72,3.65,2.59,2.02,1.72,36.1,3,82,98.03,2.44,20.73,1948,0,1.23,224000,56400,318,765,28.1,23.5,18,0,0,16.83,41.33,71.54,85.8,89.41,2,5428.5,16.12,1150.16,9.700000000000003,10.847495991700464,10.790000000000006,33.78,1.9699999999999989,0,0
Moreno Valley,CA,2,118779,13.81,67.45,6.65,22.87,99.84,42186,0.26,28.65,7.71,13.92,13474,8.36,18.18,14.29,7.31,67.57,16.76,18.96,14.02,12.07,81.18,63.74,2534,3.17,40.84,3.01,3.92,3.84,10.84,3.4,3.26,9.14,28.48,3,2980,92.15,1.58,18.39,1985,3.04,0.26,140800,48400,245,675,30.5,28.1,11.2,6,2,12.33,53.09,26.07,46.43,87.35,50.9,2333.6,0.91,3183.32,32.55,2.680036033305551,18.819999999999993,58.14,7.849999999999994,8,0.01
Pierre,SD,2,12906,0.14,92.8,0.33,0.81,0,27373,4.66,47.93,5.67,13.42,12411,10.19,15.2,27.92,2.4,73.4,3.77,25.34,7.04,10.83,78.07,89.37,286,2.56,3.21,0,0.04,0.18,4.41,2.5,2.02,2.25,47.05,3,327,93.93,3.36,43.73,1970,6.87,0.17,59500,25600,147,317,22.9,16.9,12.1,0,0,1.21,73.34,50.7,72.55,93.33,13.5,956.9,0,4440.24,7.200000000000003,34.40446304,21.930000000000007,34.47,6.069999999999993,0,0
Ramsey,NJ,2,13228,0.77,94.1,4.43,2.24,100,65590,0.45,66.97,0.88,13.94,27262,2.46,6.7,47.02,3.75,67.55,16.25,19.17,4.64,7.74,88.05,58.76,50,0.54,34.79,1.7,2.27,1.17,4,2.84,2.34,0.8,23.59,3,307,93.81,0,31.6,1960,0.21,0.52,263300,126300,260,962,28.8,23.4,16.5,11,0,9.71,44.74,62.27,83.09,86.74,5.7,2304.4,8.34,2173.02,5.900000000000006,16.42742667069852,11.950000000000003,36.63,6.189999999999998,11,0.08
Copperas Cove,TX,2,24079,16.48,75.1,3.74,8.97,100,24596,0.88,28.36,4.23,21.81,9509,11.97,12.34,13.89,7.81,68.72,5.89,25.74,10.74,10.82,82.57,64.7,121,0.78,38.91,1.84,2.23,1.28,4.69,2.97,2.92,5.71,38.72,3,1233,86.75,0.49,45.17,1976,5.3,2.22,55400,24300,138,429,27.4,22.3,12.7,6,0,7.34,25.05,30.83,41.68,54.52,9.7,2479.3,0.16,3643.96,24.900000000000006,15.13335271398314,17.430000000000007,67.48,13.25,6,0.02
Kettering,OH,2,60569,0.72,97.78,1.23,0.79,100,34506,0.59,54.85,3.36,22.5,18988,4.17,13.22,28.58,3.09,64.02,21.08,26.46,10.15,12.36,78.34,70.13,377,0.83,30.28,0.6,0.82,0.44,2.33,2.3,1.89,0.81,39.52,3,998,96.32,0.9,17.03,1958,0.9,0.17,77900,40900,175,453,23.3,16.8,11.7,0,0,3.03,66.96,55.35,83.94,91.46,19.3,3134.5,1.84,3197.02,2.219999999999999,5.278310686985091,21.659999999999997,31.25,3.680000000000007,0,0
Grand Chute,WI,2,14490,0.21,98.5,0.7,0.57,77.35,39683,1.22,60.12,2.45,9.29,17229,3.39,13.83,26.47,2.95,73.58,28.71,17.4,14.54,8.31,87.72,71.69,96,1.02,17.92,0.04,0.21,0.8,3.3,2.59,1.95,0.95,41.79,3,154,97.26,0.65,18.83,1980,1.28,0.12,86900,42100,115,429,20.6,19.6,12,12,0,1.19,81.33,45.46,69.19,89.35,28.5,509.2,0.08,4984.53,1.5,34.39979296066252,12.280000000000001,34.67,2.739999999999995,12,0.08
Dumont,NJ,2,17187,1.05,91.23,6.83,5.42,100,48776,0.36,51.83,3.15,19.15,19349,3.26,18.96,20.95,4.09,65.28,15.76,21.19,10.43,7.06,86.81,66.12,25,0.2,30.76,2.56,3.37,2.57,5.84,2.78,2.09,1.88,33.91,3,151,97.61,0.66,24.5,1947,0.1,0,188400,54400,325,676,28.7,23.4,16,0,1,14.62,46.01,73.69,89.8,92.2,2.1,8359.4,10.52,1260.89,8.769999999999996,7.336300692383779,13.189999999999998,30.17,2.3900000000000006,1,0.01
Novi,MI,2,32998,0.78,96.04,2.65,1.13,100,47518,0.57,55.48,2.4,13.19,20752,3.26,10.47,33.88,3.9,71.67,23.49,21.95,8.08,11.89,84.25,64.33,234,1.09,31.78,1.53,1.81,1.31,2.79,2.58,2.05,1.25,46.9,3,858,93.67,0.23,21.68,1978,0.57,0.37,127900,75400,181,680,21.7,21.4,14.2,0,0,6.24,71.72,43.78,65.21,89.33,31.5,1046,0.24,3822.92,3.9599999999999937,11.5853082,15.75,39.76,6.329999999999998,0,0
Xenia,OH,2,24664,13.68,85.05,0.53,0.55,0,25508,0.5,34.6,10.69,18.56,10906,15.49,25.37,11.45,7.43,57.2,22.87,25.24,19.97,14.9,70.41,65.11,514,2.55,24.71,0.12,0.15,0.15,5.12,2.66,2.55,2.27,34.26,3,277,97.03,2.53,35.02,1962,6.08,0.2,52900,23900,164,392,27.6,17.5,11.8,13,0,1.07,76.57,51.89,84.13,92.86,9.3,2657.8,0.32,4684.65,14.950000000000003,18.993877716509893,29.590000000000003,29.14,2.969999999999999,13,0.05
South Portland,ME,2,23163,0.29,98.16,1.15,0.71,100,31877,0.54,48.74,5.98,20.41,14885,7.15,14.54,21.44,4.22,66.26,9.88,24.07,11.58,12.93,73.72,77.2,247,1.41,32.72,0.39,0.69,0.29,2.82,2.42,2.15,0.82,50.19,2,425,95.62,0.47,43.06,1949,0.84,0.43,105600,41200,208,531,26.5,22.2,13.8,6,0,4.01,71.64,57.54,83.13,90.07,12.3,1877.8,2.42,4855.4,1.8400000000000034,20.96187885852437,26.28,29.23,4.3799999999999955,6,0.03
Troy,OH,2,19478,4.59,94.24,0.88,0.3,0,29032,1.01,43.23,5.61,18.56,12800,9.83,23.52,16.92,4.52,63.18,35.67,20.19,19.39,13.65,75.67,70.5,296,1.99,44.44,0.51,0.54,0.44,3.38,2.51,2.31,1.14,41.36,3,357,95.54,2.52,33.05,1957,6.14,0.29,60300,33300,153,387,24.4,16.1,12,0,0,1.34,78.51,54.12,84.38,93.15,8.9,2189.3,0.55,2927.69,5.760000000000005,15.030752644008624,24.33,27.66,4.459999999999994,0,0
Melrose,MA,2,28150,0.56,98.11,1.14,0.8,100,44109,0.84,56.18,4.73,19.44,20202,4.23,12.3,31.39,4.8,64.8,13.52,31.28,6.7,8.96,83.41,68.83,261,1.25,24.12,0.79,1.2,0.73,4.45,2.54,1.85,0.65,41.74,3,356,96.85,1.12,28.65,1939,0.4,0.19,196100,65100,314,628,25.7,21.5,13.2,0,0,5.55,80.22,70.97,89.91,94.83,4.9,5784.6,15.95,1063.13,1.8900000000000006,3.7766607460035533,16.590000000000003,19.63,3.1500000000000057,0,0
Berlin,CT,2,16787,0.5,98.24,0.99,1.33,79.25,49004,1.87,61.27,2.34,21.09,19974,2.83,17.63,22.86,4.18,67.16,18.24,22.24,10.72,7.16,88.06,78.16,82,0.7,17.24,0.55,1.26,1.04,2.85,2.76,2.12,0.66,24.52,3,180,97.1,2.22,51.11,1959,0.5,0.16,189800,77200,289,595,22.3,21.4,14.7,64,0,8.85,75.49,70.27,92.55,96.74,27.4,612.6,0.27,1761.49,1.7600000000000051,10.493179245844999,11.939999999999998,20.56,2.9000000000000057,64,0.38
Ferguson,MO,2,22286,25.08,73.83,0.6,1.08,100,29450,0.4,45.05,5.17,21.39,13498,6.48,23.23,16.74,6.56,61.75,19.95,22.12,14.02,14.1,67.37,76.19,621,3.49,33.79,0.06,0.34,0.33,4.6,2.52,2.27,2.22,50.35,2,596,93.62,3.69,38.93,1956,1.01,0.27,57100,27100,71,459,27.4,18.1,11.8,0,0,1.31,75.45,61.7,82.91,94.66,6.4,3480,1.95,3068.08,26.17,13.766849142959705,32.629999999999995,26.65,6.3799999999999955,0,0
